entity,hypernym,neg_hypernym,depth,level,pageviews,go_id,parent_id,namespace
cellular response to differentiation-inducing factor 1,cellular response to ketone,regulation of cell fate specification,7,5,7.76e-06,GO:1903014,GO:1901655,biological_process
positive regulation of protein oligomerization,positive regulation of protein-containing complex assembly,regulation of intracellular steroid hormone receptor signaling pathway,8,5,9.77e-05,GO:0032461,GO:0031334,biological_process
regulation of iron-sulfur-molybdenum cofactor assembly,regulation of iron-sulfur cluster assembly,C-palmitoyltransferase activity,7,5,2.4e-05,GO:1900506,GO:1903329,biological_process
regulation of neural crest cell fate specification,regulation of cell fate specification,protein localization to nucleus,7,5,2.4e-05,GO:1905295,GO:0042659,biological_process
negative regulation of chondrocyte proliferation,negative regulation of cell population proliferation,plasma membrane organization,7,5,6.17e-05,GO:1902731,GO:0008285,biological_process
metanephric proximal tubule development,proximal tubule development,positive regulation of nervous system process,7,5,0.0,GO:0072237,GO:0072014,biological_process
"protein localization to chromosome, centromeric region",protein localization to chromosome,UDP-alpha-D-glucose metabolic process,7,5,3.39e-05,GO:0071459,GO:0034502,biological_process
regulation of Atg1/ULK1 kinase complex assembly,regulation of protein-containing complex assembly,alcohol catabolic process,7,5,2.4e-05,GO:1905864,GO:0043254,biological_process
negative regulation of L-arginine import across plasma membrane,negative regulation of transmembrane transport,extracellularly glutamate-gated ion channel activity,7,5,6.17e-05,GO:1905542,GO:0034763,biological_process
xanthine DNA N-glycosylase activity,deaminated base DNA N-glycosylase activity,protein dehydration,7,5,6.03e-08,GO:0097508,GO:0097506,molecular_function
mesenchymal cell apoptotic process involved in nephron morphogenesis,apoptotic process involved in morphogenesis,substrate-independent telencephalic tangential migration,7,5,3.09e-07,GO:1901145,GO:0060561,biological_process
Golgi-associated vesicle lumen,cytoplasmic vesicle lumen,regulation of iron ion transmembrane transport,7,5,2.87e-07,GO:0070931,GO:0060205,cellular_component
regulation of fatty acid biosynthetic process,regulation of fatty acid metabolic process,protein O-linked glycosylation,8,5,2.4e-05,GO:0042304,GO:0019217,biological_process
regulation of collateral sprouting in absence of injury,regulation of collateral sprouting,positive regulation of nervous system process,7,5,2.4e-05,GO:0048696,GO:0048670,biological_process
"positive regulation of cytokinesis, actomyosin contractile ring assembly",positive regulation of cytokinesis,regulation of iron-sulfur cluster assembly,7,5,9.77e-05,GO:2000433,GO:0032467,biological_process
"slow, calcium ion-dependent exocytosis of neurotransmitter",calcium ion-regulated exocytosis of neurotransmitter,antimicrobial peptide secretion,7,5,7.08e-05,GO:0098747,GO:0048791,biological_process
negative regulation of isotype switching to IgA isotypes,regulation of isotype switching to IgA isotypes,regulation of response to endoplasmic reticulum stress,7,5,6.17e-05,GO:0048297,GO:0048296,biological_process
negative regulation of lipoprotein transport,regulation of lipoprotein transport,regulation of endothelin production,7,5,6.17e-05,GO:0140076,GO:0140075,biological_process
calcium:sodium antiporter activity,sodium ion transmembrane transporter activity,regulation of amino acid import across plasma membrane,8,5,0.0,GO:0005432,GO:0015081,molecular_function
regulation of thiamine biosynthetic process,regulation of alcohol biosynthetic process,regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion,7,5,2.4e-05,GO:0070623,GO:1902930,biological_process
positive regulation of sphingolipid mediated signaling pathway,regulation of sphingolipid mediated signaling pathway,negative regulation of cell killing,7,5,9.77e-05,GO:1902070,GO:1902068,biological_process
de novo centriole assembly involved in multi-ciliated epithelial cell differentiation,de novo centriole assembly,positive regulation of protein-containing complex assembly,7,5,0.00017,GO:0098535,GO:0097742,biological_process
vesicle scission,membrane fission,symbiont-mediated suppression of host synaptic transmission,7,5,2.63e-07,GO:0099050,GO:0090148,biological_process
saturated monocarboxylic acid metabolic process,carboxylic acid metabolic process,negative regulation of biosynthetic process,8,5,4.57e-06,GO:0032788,GO:0019752,biological_process
cellular response to dopamine,cellular response to catecholamine stimulus,raffinose family oligosaccharide biosynthetic process,7,5,7.76e-06,GO:1903351,GO:0071870,biological_process
aldose reductase (NADPH) activity,alcohol dehydrogenase (NADP+) activity,eye development,8,5,2.29e-08,GO:0004032,GO:0008106,molecular_function
substrate-independent telencephalic tangential interneuron migration,substrate-independent telencephalic tangential migration,plasma membrane organization,8,5,4.15e-06,GO:0021843,GO:0021826,biological_process
negative regulation of complement-dependent cytotoxicity,negative regulation of cell killing,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,7,5,6.17e-05,GO:1903660,GO:0031342,biological_process
regulation of L-proline catabolic process,regulation of catabolic process,positive regulation of hair follicle maturation,7,5,2.4e-05,GO:2001156,GO:0009894,biological_process
cellular response to alkyl hydroperoxide,cellular response to hydroperoxide,cytoplasmic vesicle lumen,7,5,7.76e-06,GO:0071448,GO:0071447,biological_process
distal stomach smooth muscle contraction,stomach smooth muscle contraction,positive regulation of protein-containing complex assembly,8,5,1.86e-06,GO:0014828,GO:0120063,biological_process
regulation of maltopentaose transport,regulation of pentasaccharide transport,peptidyl-threonine modification,7,5,2.4e-05,GO:1900315,GO:1900360,biological_process
positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion,regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion,regulation of peripheral B cell deletion,8,5,9.77e-05,GO:0014810,GO:0014809,biological_process
chaperone-mediated autophagy translocation complex assembly,protein-containing complex assembly,positive regulation of organelle organization,7,5,4.79e-07,GO:1904763,GO:0065003,biological_process
positive regulation of ephrin receptor signaling pathway,regulation of ephrin receptor signaling pathway,symbiont-mediated suppression of host synaptic transmission,7,5,9.77e-05,GO:1901189,GO:1901187,biological_process
desmosome maintenance,cell-cell junction maintenance,cellular response to alcohol,8,5,0.0,GO:0002160,GO:0045217,biological_process
positive regulation of TOR signaling,positive regulation of intracellular signal transduction,C-palmitoyltransferase activity,8,5,9.77e-05,GO:0032008,GO:1902533,biological_process
mitochondrial polycistronic RNA processing,mitochondrial RNA processing,C-palmitoyltransferase activity,7,5,1.86e-06,GO:0140040,GO:0000963,biological_process
negative regulation of transforming growth factor beta2 production,negative regulation of transforming growth factor beta production,"regulation of cytokinesis, actomyosin contractile ring assembly",8,5,6.17e-05,GO:0032912,GO:0071635,biological_process
pyruvate family amino acid biosynthetic process,L-amino acid biosynthetic process,regulation of epithelial cell proliferation,8,5,2.95e-07,GO:0009079,GO:0170034,biological_process
negative regulation of cell septum assembly,negative regulation of cellular component organization,positive regulation of hair follicle maturation,7,5,6.17e-05,GO:1901892,GO:0051129,biological_process
positive regulation of synapse structural plasticity,regulation of synapse structural plasticity,nephrocyte differentiation,7,5,9.77e-05,GO:0051835,GO:0051823,biological_process
mating pheromone secretion,peptide hormone secretion,regulation of Wnt signaling pathway,7,5,3.16e-06,GO:0071834,GO:0030072,biological_process
U2 snRNA (adenine-N6)-methyltransferase activity,snRNA methyltransferase activity,positive regulation of intracellular signal transduction,7,5,2.19e-06,GO:0106348,GO:0106346,molecular_function
tRNA transcription,DNA-templated transcription,snRNA methyltransferase activity,8,5,3.39e-07,GO:0009304,GO:0006351,biological_process
cellular response to luteinizing hormone stimulus,response to luteinizing hormone,regulation of isotype switching to IgA isotypes,7,5,7.76e-06,GO:0071373,GO:0034699,biological_process
cytoplasmic alanyl-tRNA aminoacylation,alanyl-tRNA aminoacylation,negative regulation of calcium ion transport,10,6,5.25e-07,GO:1990762,GO:0006419,biological_process
positive regulation of pentadecane biosynthetic process,positive regulation of alkane biosynthetic process,regulation of non-canonical Wnt signaling pathway,9,6,9.77e-05,GO:1900889,GO:1901579,biological_process
phosphatidylethanolamine lysophospholipase A1 activity,lysophospholipase A1 activity,ligand-gated monoatomic cation channel activity,8,6,2.14e-08,GO:0120559,GO:0120558,molecular_function
negative regulation of acinar cell proliferation,negative regulation of epithelial cell proliferation,regulation of o-orsellinic acid biosynthetic process,8,6,6.17e-05,GO:1904698,GO:0050680,biological_process
negative regulation of androgen biosynthetic process,negative regulation of hormone biosynthetic process,regulation of transcription by RNA polymerase II,8,6,6.17e-05,GO:2000180,GO:0032353,biological_process
purine deoxyribonucleoside triphosphate catabolic process,purine nucleoside triphosphate catabolic process,regulation of mitochondrial translational elongation,9,6,1.51e-07,GO:0009217,GO:0009146,biological_process
GMP salvage,purine ribonucleotide salvage,regulation of RNA biosynthetic process,9,6,7.24e-07,GO:0032263,GO:0106380,biological_process
RNA guanosine-cytidine insertion,RNA dinucleotide insertion,negative regulation of TOR signaling,9,6,4.79e-06,GO:0070713,GO:0070707,biological_process
active sex chromosome,sex chromosome,purine ribonucleotide salvage,8,6,8.51e-05,GO:0098579,GO:0000803,cellular_component
exocytic vesicle,secretory vesicle,positive regulation of macroautophagy,9,6,0.0,GO:0070382,GO:0099503,cellular_component
ERBB3-ERBB4 signaling pathway,ERBB4 signaling pathway,central nervous system projection neuron axonogenesis,9,6,0.0,GO:0038136,GO:0038130,biological_process
positive regulation of protein deubiquitination,positive regulation of protein modification by small protein conjugation or removal,symbiont-mediated suppression of host signal transduction pathway,12,6,9.77e-05,GO:1903003,GO:1903322,biological_process
negative regulation of MAP kinase activity,regulation of MAP kinase activity,regulation of octopamine signaling pathway,9,6,6.17e-05,GO:0043407,GO:0043405,biological_process
"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",phosphatidylinositol phosphate 5-phosphatase activity,2'-deoxyribonucleoside biosynthetic process,9,6,2.36e-08,GO:0043813,GO:0034595,molecular_function
positive regulation of hydrogen peroxide catabolic process,regulation of hydrogen peroxide catabolic process,(1->4)-alpha-glucan metabolic process,8,6,9.77e-05,GO:1903285,GO:2000295,biological_process
negative regulation of small GTPase mediated signal transduction,regulation of small GTPase mediated signal transduction,regulation of MAP kinase activity,8,6,6.17e-05,GO:0051058,GO:0051056,biological_process
"guanine deglycation, glyoxal removal",guanine deglycation,negative regulation of translational elongation,8,6,2e-07,GO:0106046,GO:0106044,biological_process
"synaptic transmission, cholinergic",chemical synaptic transmission,negative regulation of epithelial cell proliferation,9,6,1.05e-06,GO:0007271,GO:0007268,biological_process
stomach body smooth muscle contraction,distal stomach smooth muscle contraction,"regulation of cytokinesis, site selection",9,6,2.63e-05,GO:0014845,GO:0014828,biological_process
positive regulation of piRNA transcription,positive regulation of DNA-templated transcription,trisaccharide transport,11,6,9.77e-05,GO:0140543,GO:0045893,biological_process
gracilis tract morphogenesis,central nervous system projection neuron axonogenesis,mitochondrial RNA catabolic process,10,6,1.91e-07,GO:0021958,GO:0021952,biological_process
intracellularly ATP-gated ion channel activity,intracellularly ligand-gated monoatomic ion channel activity,intestinal epithelial cell differentiation,8,6,3.55e-08,GO:0099142,GO:0005217,molecular_function
positive regulation of pyrimidine nucleotide biosynthetic process,regulation of pyrimidine nucleotide biosynthetic process,regulation of transcription by RNA polymerase II,9,6,9.77e-05,GO:1900399,GO:1900397,biological_process
positive regulation of flocculation,positive regulation of cell-cell adhesion,symbiont-mediated suppression of host JAK-STAT cascade via inhibition of STAT activity,8,6,9.77e-05,GO:1900735,GO:0022409,biological_process
protein localization to spindle microtubule,protein localization to microtubule,regulation of mannan catabolic process,9,6,3.39e-05,GO:1902889,GO:0035372,biological_process
17-O-deacetylvindoline O-acetyltransferase activity,O-acetyltransferase activity,ligand-gated monoatomic cation channel activity,8,6,0.0,GO:0047162,GO:0016413,molecular_function
cellular response to sucrose stimulus,cellular response to disaccharide stimulus,negative regulation of cytokine-mediated signaling pathway,8,6,7.76e-06,GO:0071329,GO:0071324,biological_process
peptidyl-serine trans-autophosphorylation,protein trans-autophosphorylation,benzyl isoquinoline alkaloid biosynthetic process,10,6,2.76e-08,GO:1990579,GO:0036290,biological_process
positive regulation of keratinocyte apoptotic process,regulation of keratinocyte apoptotic process,dimeric IgA immunoglobulin complex,9,6,9.77e-05,GO:1902174,GO:1902172,biological_process
negative regulation of epithelial cell differentiation involved in kidney development,negative regulation of epithelial cell differentiation,response to glucose,8,6,6.17e-05,GO:2000697,GO:0030857,biological_process
symbiont-mediated suppression of host pathogen-associated molecular pattern receptor signaling pathway,symbiont-mediated suppression of host signal transduction pathway,regulation of octopamine signaling pathway,8,6,1.16e-07,GO:0052078,GO:0052029,biological_process
positive regulation of RNA metabolic process,positive regulation of macromolecule metabolic process,regulation of small GTPase mediated signal transduction,8,6,9.77e-05,GO:0051254,GO:0010604,biological_process
detection of glucose,response to glucose,positive regulation of protein modification by small protein conjugation or removal,8,6,1.15e-05,GO:0051594,GO:0009749,biological_process
negative regulation of maintenance of sister chromatid cohesion,regulation of maintenance of sister chromatid cohesion,regulation of antisense RNA transcription,9,6,6.17e-05,GO:0034092,GO:0034091,biological_process
negative regulation of 18-methylnonadec-1-ene biosynthetic process,regulation of 18-methylnonadec-1-ene biosynthetic process,positive regulation of secondary metabolite biosynthetic process,9,6,6.17e-05,GO:1900951,GO:1900950,biological_process
nuclear mRNA surveillance of spliceosomal pre-mRNA splicing,nuclear mRNA surveillance,tRNA aminoacylation for protein translation,11,6,5.37e-05,GO:0071030,GO:0071028,biological_process
negative regulation of quinolinate biosynthetic process,negative regulation of biosynthetic process,regulation of myeloid cell apoptotic process,8,6,6.17e-05,GO:1904985,GO:0009890,biological_process
positive regulation of mannan catabolic process,regulation of mannan catabolic process,benzyl isoquinoline alkaloid biosynthetic process,9,6,9.77e-05,GO:2000996,GO:2000994,biological_process
coreceptor-mediated virion attachment to host cell,virion attachment to host cell,negative regulation of cytokine-mediated signaling pathway,8,6,1.23e-08,GO:0046814,GO:0019062,biological_process
regulation of cell wall (1->3)-alpha-glucan biosynthetic process,regulation of cell wall macromolecule metabolic process,mesonephric epithelium development,8,6,2.4e-05,GO:0070608,GO:0010981,biological_process
regulation of sodium ion import across plasma membrane,regulation of sodium ion transmembrane transport,regulation of emericellamide A biosynthetic process,9,6,2.4e-05,GO:1903782,GO:1902305,biological_process
mesonephric tubule morphogenesis,nephron tubule morphogenesis,regulation of maintenance of sister chromatid cohesion,8,6,1.17e-08,GO:0072171,GO:0072078,biological_process
negative regulation of phospholipid metabolic process,negative regulation of phosphate metabolic process,negative regulation of sodium ion transmembrane transport,8,6,6.17e-05,GO:1903726,GO:0045936,biological_process
metanephric glomerular mesangial cell differentiation,glomerular mesangial cell differentiation,regulation of arachidonate secretion,8,6,0.0,GO:0072254,GO:0072008,biological_process
CD4-positive gamma-delta intraepithelial T cell differentiation,gamma-delta intraepithelial T cell differentiation,regulation of emericellamide A biosynthetic process,9,6,5.46e-07,GO:0002306,GO:0002304,biological_process
negative regulation of TORC2 signaling,negative regulation of TOR signaling,regulation of gamma-delta T cell differentiation,9,6,6.17e-05,GO:1903940,GO:0032007,biological_process
peptidyl-N-phospho-arginine dephosphorylation,protein dephosphorylation,negative regulation of small molecule metabolic process,8,6,2.15e-08,GO:0098628,GO:0006470,biological_process
regulation of terminal button organization,regulation of presynapse organization,positive regulation of protein modification by small protein conjugation or removal,8,6,2.4e-05,GO:2000331,GO:0099174,biological_process
long-chain fatty aldehyde dehydrogenase (NAD+) activity,fatty aldehyde dehydrogenase (NAD+) activity,lysophospholipase A1 activity,9,6,4.18e-05,GO:0050061,GO:0102673,molecular_function
negative regulation of sister chromatid segregation,negative regulation of chromosome segregation,regulation of organelle transport along microtubule,9,6,6.17e-05,GO:0033046,GO:0051985,biological_process
negative regulation of leukocyte tethering or rolling,regulation of leukocyte tethering or rolling,regulation of F-9775A biosynthetic process,8,6,6.17e-05,GO:1903237,GO:1903236,biological_process
positive regulation of G1/S transition of mitotic cell cycle,positive regulation of mitotic cell cycle phase transition,negative regulation of epithelial cell differentiation,9,6,9.77e-05,GO:1900087,GO:1901992,biological_process
regulation of RNA biosynthetic process,regulation of macromolecule biosynthetic process,lysophospholipase A1 activity,8,6,2.4e-05,GO:2001141,GO:0010556,biological_process
"phosphatidylinositol-3,4-bisphosphate phosphatase activity",phosphatidylinositol bisphosphate phosphatase activity,regulation of L-dopa biosynthetic process,9,6,2.47e-08,GO:0106017,GO:0034593,molecular_function
positive regulation of RNA biosynthetic process,regulation of RNA biosynthetic process,fatty aldehyde dehydrogenase (NAD+) activity,9,6,9.77e-05,GO:1902680,GO:2001141,biological_process
sodium-independent prostaglandin transport,sodium-independent icosanoid transport,regulation of DNA-templated transcription initiation,8,6,6.82e-06,GO:0071720,GO:0071718,biological_process
positive regulation of chlorophyll catabolic process,regulation of chlorophyll catabolic process,negative regulation of calcium ion transport,9,6,9.77e-05,GO:1903648,GO:0010271,biological_process
tRNA C3-cytosine methylation,tRNA methylation,regulation of RNA biosynthetic process,8,6,3.39e-07,GO:0106217,GO:0030488,biological_process
regulation of androgen receptor signaling pathway,regulation of intracellular steroid hormone receptor signaling pathway,regulation of T-helper 1 type immune response,8,6,2.4e-05,GO:0060765,GO:0033143,biological_process
(S)-reticuline biosynthetic process,benzyl isoquinoline alkaloid biosynthetic process,icosanoid metabolic process,8,6,0.0,GO:1901012,GO:0009708,biological_process
positive regulation of lipophagy,positive regulation of macroautophagy,purine deoxyribonucleotide biosynthetic process,10,6,9.77e-05,GO:1904504,GO:0016239,biological_process
negative regulation of gamma-delta T cell differentiation,regulation of gamma-delta T cell differentiation,regulation of DNA-templated transcription initiation,10,6,6.17e-05,GO:0045587,GO:0045586,biological_process
positive regulation of glycogen metabolic process,positive regulation of macromolecule metabolic process,nephron tubule morphogenesis,8,6,9.77e-05,GO:0070875,GO:0010604,biological_process
positive regulation of nonadec-1-ene biosynthetic process,positive regulation of olefin biosynthetic process,DNA-templated transcription elongation,9,6,9.77e-05,GO:1900937,GO:1900913,biological_process
positive regulation of glucocorticoid secretion,positive regulation of corticosteroid hormone secretion,negative regulation of hormone biosynthetic process,8,6,9.77e-05,GO:2000851,GO:2000848,biological_process
positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter,positive regulation of pseudohyphal growth,DNA-templated transcription elongation,8,6,9.77e-05,GO:1900461,GO:2000222,biological_process
negative regulation of glucomannan catabolic process,negative regulation of catabolic process,post-transcriptional regulation of gene expression,8,6,6.17e-05,GO:2000907,GO:0009895,biological_process
"trans-synaptic signaling by carbon monoxide, modulating synaptic transmission","trans-synaptic signaling by soluble gas, modulating synaptic transmission",inositol phosphate phosphatase activity,9,6,1.01e-06,GO:0099556,GO:0099554,biological_process
"trans-synaptic signaling by neuropeptide, modulating synaptic transmission","trans-synaptic signaling, modulating synaptic transmission",DNA-templated transcription elongation,8,6,1.01e-06,GO:0099551,GO:0099550,biological_process
multivesicular body,late endosome,protein trans-autophosphorylation,10,6,1.23e-08,GO:0005771,GO:0005770,cellular_component
regulation of vesicle transport along microtubule,regulation of organelle transport along microtubule,sodium:proton antiporter activity,8,6,2.4e-05,GO:1901608,GO:1902513,biological_process
positive regulation of arachidonate secretion,regulation of arachidonate secretion,positive regulation of secondary metabolite biosynthetic process,8,6,9.77e-05,GO:0090238,GO:0090237,biological_process
wobble position guanine ribose methylation,wobble position ribose methylation,mesonephric epithelium development,10,6,1.05e-06,GO:0002129,GO:0002130,biological_process
post-transcriptional gene silencing,post-transcriptional regulation of gene expression,positive regulation of macromolecule metabolic process,10,6,6.01e-07,GO:0016441,GO:0010608,biological_process
positive regulation of midbrain dopaminergic neuron differentiation,positive regulation of dopaminergic neuron differentiation,positive regulation of cytokine-mediated signaling pathway,9,6,9.77e-05,GO:1904958,GO:1904340,biological_process
B axonemal microtubule,axonemal microtubule,regulation of glutamate receptor clustering,10,6,0.000224,GO:0097650,GO:0005879,cellular_component
"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",distal stomach smooth muscle contraction,11,6,1.41e-06,GO:0070478,GO:0000184,biological_process
negative regulation of methane biosynthetic process from dimethylamine,negative regulation of amine metabolic process,chondroitin sulfotransferase activity,8,6,6.17e-05,GO:1900319,GO:0033239,biological_process
positive regulation of interleukin-27-mediated signaling pathway,positive regulation of cytokine-mediated signaling pathway,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",8,6,9.77e-05,GO:0070109,GO:0001961,biological_process
negative regulation of antisense RNA transcription,regulation of antisense RNA transcription,regulation of 18-methylnonadec-1-ene biosynthetic process,11,6,6.17e-05,GO:0060195,GO:0060194,biological_process
secretory dimeric IgA immunoglobulin complex,dimeric IgA immunoglobulin complex,tRNA methylation,8,6,2.34e-07,GO:0071752,GO:0071750,cellular_component
icosanoid biosynthetic process,icosanoid metabolic process,trans-synaptic signaling by soluble gas,8,6,0.0,GO:0046456,GO:0006690,biological_process
chloroplast ribosome,plastid ribosome,regulation of myeloid cell apoptotic process,9,6,2.04e-07,GO:0043253,GO:0009547,cellular_component
positive regulation of hydrogen peroxide biosynthetic process,regulation of hydrogen peroxide biosynthetic process,positive regulation of macromolecule metabolic process,9,6,9.77e-05,GO:0010729,GO:0010728,biological_process
positive regulation of calcium import into the mitochondrion,positive regulation of calcium ion transmembrane transport,regulation of B cell chemotaxis,9,6,9.77e-05,GO:0110098,GO:1904427,biological_process
positive regulation of L-dopa biosynthetic process,regulation of L-dopa biosynthetic process,negative regulation of epithelial cell differentiation,8,6,9.77e-05,GO:1903197,GO:1903195,biological_process
purine deoxyribonucleoside diphosphate catabolic process,purine nucleoside diphosphate catabolic process,regulation of glutamate receptor clustering,9,6,1.51e-07,GO:0009184,GO:0009137,biological_process
positive regulation of cyclodextrin catabolic process,positive regulation of macromolecule metabolic process,RNA dinucleotide insertion,8,6,9.77e-05,GO:2000959,GO:0010604,biological_process
negative regulation of asperfuranone biosynthetic process,negative regulation of polyketide biosynthetic process,XMP biosynthetic process,9,6,6.17e-05,GO:1900638,GO:1900733,biological_process
methanol catabolic process,methanol metabolic process,negative regulation of lipid biosynthetic process,8,6,9.55e-07,GO:0046170,GO:0015945,biological_process
ERBB2-EGFR signaling pathway,ERBB2 signaling pathway,lysophospholipase A1 activity,9,6,1.91e-08,GO:0038134,GO:0038128,biological_process
trans-synaptic signaling by carbon monoxide,trans-synaptic signaling by soluble gas,regulation of dopamine metabolic process,8,6,1.01e-06,GO:0099549,GO:0099543,biological_process
"calmodulin-activated 3',5'-cyclic-AMP phosphodiesterase activity","3',5'-cyclic-AMP phosphodiesterase activity",regulation of maintenance of sister chromatid cohesion,10,6,9.9e-08,GO:0140761,GO:0004115,molecular_function
regulation of erythrocyte apoptotic process,regulation of myeloid cell apoptotic process,regulation of mechanoreceptor differentiation,8,6,2.4e-05,GO:1902250,GO:0033032,biological_process
regulation of histamine uptake,regulation of neurotransmitter uptake,negative regulation of secondary metabolite biosynthetic process,8,6,2.4e-05,GO:0051616,GO:0051580,biological_process
regulation of ribosomal protein gene transcription by RNA polymerase II,regulation of transcription by RNA polymerase II,negative regulation of catabolic process,11,6,2.4e-05,GO:0060962,GO:0006357,biological_process
ketogluconate catabolic process,aldonic acid catabolic process,DNA-templated transcription elongation,10,6,0.0,GO:0046181,GO:0046176,biological_process
positive regulation of octopamine signaling pathway,regulation of octopamine signaling pathway,regulation of AIM2 inflammasome complex assembly,9,6,9.77e-05,GO:2000130,GO:2000128,biological_process
positive regulation of dehydroaustinol biosynthetic process,positive regulation of secondary metabolite biosynthetic process,ERBB2 signaling pathway,9,6,9.77e-05,GO:1900651,GO:1900378,biological_process
mitotic spindle polar microtubule,mitotic spindle microtubule,mitochondrial RNA catabolic process,10,6,2.95e-07,GO:1990537,GO:1990498,cellular_component
positive regulation of mitochondrial translational elongation,regulation of mitochondrial translational elongation,positive regulation of secondary metabolite biosynthetic process,11,6,9.77e-05,GO:1905084,GO:1905082,biological_process
positive regulation of thiamine biosynthetic process,positive regulation of vitamin metabolic process,negative regulation of small molecule metabolic process,8,6,9.77e-05,GO:0090180,GO:0046136,biological_process
negative regulation of lipid catabolic process,regulation of lipid catabolic process,plasma membrane raft assembly,8,6,6.17e-05,GO:0050995,GO:0050994,biological_process
volume-sensitive chloride channel activity,chloride channel activity,positive regulation of catabolic process,8,6,1.92e-05,GO:0072320,GO:0005254,molecular_function
positive regulation of calcium ion transmembrane transport,positive regulation of calcium ion transport,axonemal microtubule,8,6,9.77e-05,GO:1904427,GO:0051928,biological_process
pH-gated calcium channel activity,pH-gated monoatomic ion channel activity,sex chromosome,8,6,1.44e-06,GO:0160126,GO:0160128,molecular_function
positive regulation of glycogen catabolic process,positive regulation of catabolic process,sodium:proton antiporter activity,8,6,9.77e-05,GO:0045819,GO:0009896,biological_process
negative regulation of glucose catabolic process to lactate via pyruvate,regulation of glucose catabolic process to lactate via pyruvate,regulation of orcinol biosynthetic process,8,6,6.17e-05,GO:1904024,GO:1904023,biological_process
positive regulation of immature T cell proliferation,positive regulation of T cell proliferation,regulation of macromolecule biosynthetic process,10,6,9.77e-05,GO:0033091,GO:0042102,biological_process
negative regulation of gamma-delta T cell activation,negative regulation of T cell activation,trisaccharide transport,9,6,6.17e-05,GO:0046644,GO:0050868,biological_process
sarcoplasmic reticulum calcium ion transport,calcium ion transport,XMP biosynthetic process,9,6,4.57e-08,GO:0070296,GO:0006816,biological_process
negative regulation of homoserine biosynthetic process,negative regulation of small molecule metabolic process,purine nucleoside triphosphate catabolic process,8,6,6.17e-05,GO:1901711,GO:0062014,biological_process
positive regulation of B cell chemotaxis,regulation of B cell chemotaxis,regulation of DNA-templated transcription initiation,9,6,9.77e-05,GO:2000538,GO:2000537,biological_process
negative regulation of dehydroaustinol biosynthetic process,negative regulation of secondary metabolite biosynthetic process,positive regulation of G protein-coupled receptor signaling pathway,9,6,6.17e-05,GO:1900650,GO:1900377,biological_process
ERBB3-ERBB4 signaling pathway,ERBB3 signaling pathway,regulation of glucose catabolic process to lactate via pyruvate,9,6,0.0,GO:0038136,GO:0038129,biological_process
"negative regulation of ent-pimara-8(14),15-diene biosynthetic process",negative regulation of lipid biosynthetic process,regulation of dCDP biosynthetic process,9,6,6.17e-05,GO:1901543,GO:0051055,biological_process
positive regulation of T-helper 1 type immune response,regulation of T-helper 1 type immune response,negative regulation of translational elongation,9,6,9.77e-05,GO:0002827,GO:0002825,biological_process
thalianol metabolic process,triterpenoid metabolic process,regulation of hydrogen peroxide catabolic process,9,6,0.0,GO:0080003,GO:0006722,biological_process
"negative regulation of cytokinesis, site selection","regulation of cytokinesis, site selection",O-acetyltransferase activity,8,6,6.17e-05,GO:2000075,GO:2000073,biological_process
negative regulation of nucleotide metabolic process,negative regulation of small molecule metabolic process,alanyl-tRNA aminoacylation,8,6,6.17e-05,GO:0045980,GO:0062014,biological_process
positive regulation of ATP metabolic process,regulation of ATP metabolic process,gamma-delta intraepithelial T cell differentiation,10,6,9.77e-05,GO:1903580,GO:1903578,biological_process
positive regulation of F-9775A biosynthetic process,regulation of F-9775A biosynthetic process,negative regulation of amine metabolic process,10,6,9.77e-05,GO:1900672,GO:1900670,biological_process
negative regulation of uredospore formation,negative regulation of asexual sporulation resulting in formation of a cellular spore,positive regulation of macrophage migration,8,6,6.17e-05,GO:0075254,GO:0043944,biological_process
positive regulation of pectin catabolic process,positive regulation of macromolecule metabolic process,trans-synaptic signaling by soluble gas,8,6,9.77e-05,GO:2001005,GO:0010604,biological_process
negative regulation of octadecene biosynthetic process,regulation of octadecene biosynthetic process,host cell cytoplasm part,9,6,6.17e-05,GO:1900915,GO:1900914,biological_process
positive regulation of orcinol biosynthetic process,regulation of orcinol biosynthetic process,regulation of protein oxidation,9,6,9.77e-05,GO:1900703,GO:1900701,biological_process
positive regulation of mechanoreceptor differentiation,regulation of mechanoreceptor differentiation,regulation of chlorophyll catabolic process,8,6,9.77e-05,GO:0045633,GO:0045631,biological_process
inner ear receptor cell differentiation involved in inner ear sensory epithelium regeneration,mechanoreceptor differentiation involved in mechanosensory epithelium regeneration,regulation of RNA biosynthetic process,8,6,3.16e-05,GO:0070660,GO:0070656,biological_process
positive regulation of microglial cell migration,positive regulation of macrophage migration,central nervous system projection neuron axonogenesis,9,6,9.77e-05,GO:1904141,GO:1905523,biological_process
