entity,hypernym,neg_hypernym,depth,level,pageviews,tree_num,parent_num
Human Papillomavirus DNA Tests,Molecular Diagnostic Techniques,Pyrrolidinones,5,4,0.000224,E01.370.225.880.500,E01.370.225.880
"Medicine, Kampo","Medicine, East Asian Traditional",Cavernous Sinus Syndromes,5,4,5.37e-05,E02.190.488.585.600,E02.190.488.585
"Fusion Proteins, gag-pol","Gene Products, gag",Immunologic Factors,5,4,1.05e-05,D12.776.775.330.300,D12.776.775.330
Native Polyacrylamide Gel Electrophoresis,"Electrophoresis, Polyacrylamide Gel",Dyslipidemias,5,4,4.9e-05,E05.196.401.402.625,E05.196.401.402
Fathers,Parents,Pyridinium Compounds,5,4,1.2e-05,F01.829.263.875.100,F01.829.263.875
Basic Helix-Loop-Helix Leucine Zipper Transcription Factors,Basic Helix-Loop-Helix Transcription Factors,Animal Welfare,5,4,7.76e-05,D12.776.260.103.500,D12.776.260.103
Social Cognition,Social Perception,Nerve Sheath Neoplasms,5,4,0.000263,F02.463.593.752.500,F02.463.593.752
Stem Cell Research,Biomedical Research,Quinazolines,5,4,2e-05,H01.770.644.145.512,H01.770.644.145
Self Mutilation,Self-Injurious Behavior,Quadriplegia,5,4,0.000178,F01.145.126.980.750,F01.145.126.980
"Administration, Intravaginal","Administration, Topical",Water Pollutants,5,4,8.51e-05,E02.319.267.120.500,E02.319.267.120
Animal Care Committees,Animal Welfare,HIV Infections,5,4,6.46e-05,I01.880.604.100.049,I01.880.604.100
Iron Regulatory Protein 1,RNA-Binding Proteins,Lingual Thyroid,5,4,5.5e-05,D12.776.157.725.374,D12.776.157.725
"Behavior, Addictive",Compulsive Behavior,Carcinoma,5,4,4.9e-05,F01.145.527.100.120,F01.145.527.100
Blood Banking,Blood Preservation,"Fatty Acids, Omega-6",5,4,0.000126,E02.792.833.230.250,E02.792.833.230
Stem Cell Transplantation,Cell Transplantation,Benzoates,5,4,2e-05,E02.095.147.500.500,E02.095.147.500
Locked-In Syndrome,Quadriplegia,Feeding Behavior,5,4,2.69e-05,C10.597.622.760.500,C10.597.622.760
Suggestion,Hypnosis,"Antigens, Fungal",5,4,1.7e-05,E02.190.525.217.771,E02.190.525.217
Interrupted Time Series Analysis,Epidemiologic Studies,Ergotamines,5,4,7.08e-06,E05.318.372.500.931,E05.318.372.500
Nursing Research,Biomedical Research,Pregnancy,5,4,2.09e-05,H01.770.644.145.390,H01.770.644.145
"Nuclear Receptor Subfamily 1, Group D, Member 1",Orphan Nuclear Receptors,Isoindoles,5,4,5.37e-05,D12.776.260.643.080,D12.776.260.643
Lightning,Weather,Neuroectodermal Tumors,5,4,1.66e-05,G16.500.750.775.375,G16.500.750.775
Iron Isotopes,Iron,"Hydrocarbons, Chlorinated",5,4,5.5e-05,D01.268.556.412.500,D01.268.556.412
Pain Threshold,Sensory Thresholds,MutS Proteins,5,4,0.000107,F02.463.593.710.560,F02.463.593.710
Total Disc Replacement,"Arthroplasty, Replacement",Gingival Diseases,5,4,0.000162,E04.555.110.110.850,E04.555.110.110
"Water Pollutants, Radioactive",Water Pollutants,Orphan Nuclear Receptors,5,4,0.000331,D27.888.284.903.821,D27.888.284.903
Depth Perception,Space Perception,Complement Activating Enzymes,5,4,3.55e-05,F02.463.593.778.255,F02.463.593.778
Immediate-Early Proteins,Viral Regulatory and Accessory Proteins,Vomiting,5,4,2.95e-05,D12.776.964.925.968,D12.776.964.925
Complement C1r,Complement Activating Enzymes,Arteriosclerosis,5,4,5.89e-06,D08.811.277.300.280,D08.811.277.300
Wind,Air Movements,Amidohydrolases,5,4,6.92e-05,G16.500.175.249.200,G16.500.175.249
Swimming,Locomotion,Urogenital Abnormalities,5,4,2.69e-05,G11.427.410.568.800,G11.427.410.568
HIV-Associated Lipodystrophy Syndrome,Lipodystrophy,Self-Injurious Behavior,5,4,1.24e-05,C17.800.849.391.400,C17.800.849.391
"Hearing Loss, Mixed Conductive-Sensorineural",Hearing Loss,Molecular Diagnostic Techniques,5,4,6.61e-05,C09.218.458.341.849,C09.218.458.341
AIDS-Associated Nephropathy,HIV Infections,Thylakoid Membrane Proteins,5,4,1.45e-05,C01.221.250.875.050,C01.221.250.875
DNA Copy Number Variations,Genomic Structural Variation,Parents,5,4,3.09e-05,G05.365.795.297.500,G05.365.795.297
alpha Catenin,Catenins,Panuveitis,5,4,1.78e-05,D12.776.220.145.249,D12.776.220.145
Rape,Sex Offenses,Triterpenes,5,4,3.02e-05,I01.198.240.748.640,I01.198.240.748
Mepartricin,Polyenes,Clostridium,6,5,0.0,D02.455.326.271.665.400,D02.455.326.271.665
Photoaffinity Labels,Affinity Labels,Peptic Ulcer,6,5,0.0,D27.720.470.410.080.600,D27.720.470.410.080
Allylisopropylacetamide,Allyl Compounds,Insulins,6,5,0.0,D02.455.326.271.122.272,D02.455.326.271.122
Polypyrimidine Tract-Binding Protein,RNA Splicing Factors,Adenosine Triphosphatases,6,5,0.0,D12.776.157.725.829.250,D12.776.157.725.829
Musculocutaneous Nerve,Brachial Plexus,"Rickets, Hypophosphatemic",6,5,0.0,A08.800.800.720.050.540,A08.800.800.720.050
Dihydroxyphenylalanine,Tyrosine,Embryonic Development,6,5,0.0,D12.125.072.050.875.130,D12.125.072.050.875
"Hemosiderosis, Pulmonary",Hemosiderosis,Cecum,6,5,0.0,C18.452.565.500.500.500,C18.452.565.500.500
Halorhodospira halophila,Ectothiorhodospiraceae,Identity Recognition,6,5,0.0,B03.440.425.410.405.750,B03.440.425.410.405
Iodoacetamide,Iodoacetates,Nitrogen Mustard Compounds,6,5,0.0,D02.241.081.018.487.249,D02.241.081.018.487
Hypromellose Derivatives,Cellulose,Voluntary Health Agencies,6,5,0.0,D05.750.078.562.180.357,D05.750.078.562.180
Phosphatidyl-N-Methylethanolamine N-Methyltransferase,Methyltransferases,Drug and Narcotic Control,6,5,0.0,D08.811.913.555.500.710,D08.811.913.555.500
ELAV Proteins,RNA Recognition Motif Proteins,"Rickets, Hypophosphatemic",6,5,0.0,D12.776.157.725.813.500,D12.776.157.725.813
Dichloroacetic Acid,Chloroacetates,Acetyltransferases,6,5,0.0,D02.241.081.018.214.500,D02.241.081.018.214
Arylamine N-Acetyltransferase,Acetyltransferases,Benzodiazepines,6,5,0.0,D08.811.913.050.134.138,D08.811.913.050.134
HSP20 Heat-Shock Proteins,"Heat-Shock Proteins, Small",COVID-19 Vaccines,6,5,3.41e-09,D12.776.580.216.270.500,D12.776.580.216.270
Galactokinase,Phosphotransferases (Alcohol Group Acceptor),"Chromatography, Gel",6,5,0.0,D08.811.913.696.620.240,D08.811.913.696.620
Prephenate Dehydrogenase,Chorismate Mutase,Vitamin B 6,6,5,0.0,D08.811.399.520.250.750,D08.811.399.520.250
Peniculina,Hymenostomatida,Pharyngeal Neoplasms,6,5,0.0,B01.043.185.650.375.550,B01.043.185.650.375
Aliivibrio fischeri,Aliivibrio,"Hemagglutinins, Viral",6,5,0.0,B03.440.450.900.050.860,B03.440.450.900.050
Nitrobenzenes,Benzene Derivatives,Proto-Oncogene Proteins,6,5,0.0,D02.455.426.559.389.565,D02.455.426.559.389
Cephamycins,Cephalosporins,Basic Helix-Loop-Helix Leucine Zipper Transcription Factors,6,5,0.0,D02.065.589.099.249.250,D02.065.589.099.249
Streptogramin B,Streptogramin Group B,Liver Abscess,6,5,0.0,D04.345.566.802.750.500,D04.345.566.802.750
Enbucrilate,Cyanoacrylates,Emergency Medical Technicians,6,5,0.0,D02.241.081.069.366.350,D02.241.081.069.366
Bendamustine Hydrochloride,Nitrogen Mustard Compounds,Alphainfluenzavirus,6,5,0.0,D02.455.526.728.650.103,D02.455.526.728.650
Axitinib,Indazoles,"Antigens, Differentiation, T-Lymphocyte",6,5,1.05e-08,D03.383.129.539.487.065,D03.383.129.539.487
2019-nCoV Vaccine mRNA-1273,COVID-19 Vaccines,Safety,6,5,0.0,D20.215.894.899.085.250,D20.215.894.899.085
Xanthines,Purinones,Cyanoacrylates,6,5,0.0,D03.633.100.759.758.824,D03.633.100.759.758
Prostaglandin-Endoperoxide Synthases,Mixed Function Oxygenases,Parvovirus,6,5,0.0,D08.811.682.690.708.715,D08.811.682.690.708
Karyopherins,Nucleocytoplasmic Transport Proteins,Jurisprudence,6,5,0.0,D12.776.157.530.750.500,D12.776.157.530.750
CASP8 and FADD-Like Apoptosis Regulating Protein,Tumor Necrosis Factor Receptor-Associated Peptides and Proteins,Computers,6,5,0.0,D12.644.360.024.500.024,D12.644.360.024.500
Umbelliferones,Coumarins,Hemosiderosis,6,5,0.0,D03.383.663.283.446.912,D03.383.663.283.446
Carboxylesterase,Carboxylic Ester Hydrolases,Proto-Oncogene Proteins,6,5,0.0,D08.811.277.352.100.100,D08.811.277.352.100
Gasdermins,Ion Channels,Insulins,6,5,0.0,D12.776.157.530.400.353,D12.776.157.530.400
Hydantoins,Imidazolidines,"Diet, Vegetarian",6,5,0.0,D03.383.129.308.432.555,D03.383.129.308.432
Arabinofuranosylcytosine Triphosphate,Cytosine Nucleotides,Brachial Plexus,6,5,0.0,D03.383.742.686.246.050,D03.383.742.686.246
Phosphopyruvate Hydratase,Hydro-Lyases,Genes,6,5,0.0,D08.811.520.241.300.500,D08.811.520.241.300
Bryostatins,Polyether Toxins,Interferon Regulatory Factors,6,5,0.0,D02.355.291.933.875.250,D02.355.291.933.875
Ethylenebis(dithiocarbamates),Thiocarbamates,Home Care Services,6,5,0.0,D02.241.081.251.869.265,D02.241.081.251.869
Norfenfluramine,Fenfluramine,Proto-Oncogene Proteins,6,5,0.0,D02.092.471.683.467.500,D02.092.471.683.467
"Pasteurellosis, Pneumonic",Pasteurellaceae Infections,Carboxy-Lyases,6,5,0.0,C01.150.252.400.700.675,C01.150.252.400.700
Subtalar Joint,Tarsal Joints,"Indians, North American",6,5,2.19e-08,A02.835.583.378.831.780,A02.835.583.378.831
Transgenes,Genes,"Sarcoma, Experimental",6,5,3.31e-08,G05.360.340.024.340.825,G05.360.340.024.340
Microphthalmia-Associated Transcription Factor,Basic Helix-Loop-Helix Leucine Zipper Transcription Factors,beta-Crystallins,6,5,1.7e-08,D12.776.260.103.500.500,D12.776.260.103.500
Minicomputers,Computers,Kidney Diseases,5,5,7.94e-08,L01.224.230.260.580,L01.224.230.260
Adenosylmethionine Decarboxylase,Carboxy-Lyases,SNARE Proteins,6,5,2.09e-08,D08.811.520.224.125.050,D08.811.520.224.125
Phosphatidylethanolamine N-Methyltransferase,Methyltransferases,"Heat-Shock Proteins, Small",6,5,2.14e-08,D08.811.913.555.500.712,D08.811.913.555.500
beta-Crystallin A Chain,beta-Crystallins,Coumarins,6,5,2.34e-08,D12.776.306.366.300.100,D12.776.306.366.300
Vaccinia virus,Orthopoxvirus,Proto-Oncogene Proteins,6,5,6.46e-08,B04.280.650.160.650.900,B04.280.650.160.650
11-beta-Hydroxysteroid Dehydrogenases,NAD (+) and NADP (+) Dependent Alcohol Oxidoreductases,Drug and Narcotic Control,6,5,2.88e-08,D08.811.682.047.820.100,D08.811.682.047.820
1-Phosphatidylinositol 4-Kinase,Phosphotransferases (Alcohol Group Acceptor),RNA Recognition Motif Proteins,6,5,9.12e-08,D08.811.913.696.620.550,D08.811.913.696.620
Hemochromatosis Protein,Histocompatibility Antigens Class I,Ammonia-Lyases,6,5,7.59e-08,D09.400.430.890.489.200,D09.400.430.890.489
Nasopharyngeal Neoplasms,Pharyngeal Neoplasms,Affinity Labels,6,5,9.33e-08,C04.588.443.665.710.650,C04.588.443.665.710
Polynucleotide 5'-Hydroxyl-Kinase,Phosphotransferases (Alcohol Group Acceptor),Information Storage and Retrieval,6,5,2.95e-08,D08.811.913.696.620.680,D08.811.913.696.620
Ephrin-A1,GPI-Linked Proteins,"Personnel, Hospital",6,5,1.65e-08,D09.400.430.890.448.300,D09.400.430.890.448
Triazolam,Benzodiazepines,"Nevus, Pigmented",6,5,2.19e-08,D03.633.100.079.080.900,D03.633.100.079.080
Cytochromes b6,Cytochrome b6f Complex,Reflex,6,5,3.09e-08,D05.500.562.488.374.500,D05.500.562.488.374
Pasteurella pneumotropica,Pasteurella,Socioeconomic Factors,6,5,2.45e-08,B03.440.450.600.600.650,B03.440.450.600.600
Ampulla of Vater,Common Bile Duct,Nursing Staff,6,5,3.98e-08,A03.159.183.079.300.950,A03.159.183.079.300
Caudata,Amphibians,School Health Services,6,5,2.09e-08,B01.050.150.900.090.608,B01.050.150.900.090
Glanders,Burkholderia Infections,Nucleic Acid Conformation,6,5,3.24e-08,C01.150.252.400.170.400,C01.150.252.400.170
Ricinoleic Acids,Oleic Acids,Deltaretrovirus Antigens,6,5,1.2e-08,D10.251.355.325.600.780,D10.251.355.325.600
Thimerosal,Ethylmercury Compounds,Hydro-Lyases,6,5,7.94e-08,D02.691.750.100.347.850,D02.691.750.100.347
Proinsulin,Insulins,Interferon Regulatory Factors,6,5,1.74e-08,D06.472.699.587.200.500,D06.472.699.587.200
Vinblastine,Vinca Alkaloids,Amphibians,6,5,2.88e-08,D03.132.436.681.827.650,D03.132.436.681.827
"Cystadenoma, Mucinous",Cystadenoma,Leishmania,6,5,1.35e-08,C04.557.470.035.320.225,C04.557.470.035.320
"Artemether, Lumefantrine Drug Combination",Artemether,Endopeptidases,6,5,1.38e-08,D01.339.431.125.250.500,D01.339.431.125.250
Leishmania major,Leishmania,Emergency Medical Technicians,6,5,8.32e-08,B01.268.475.868.488.405,B01.268.475.868.488
Polyuria,Urination Disorders,SNARE Proteins,6,5,3.09e-08,C12.050.351.968.934.616,C12.050.351.968.934
Chlorambucil,Nitrogen Mustard Compounds,United Nations,6,5,1.74e-08,D02.455.526.728.650.156,D02.455.526.728.650
Mucin-2,Mucins,Minor Histocompatibility Antigens,6,5,1.07e-07,D09.400.430.900.631.161,D09.400.430.900.631
HTLV-I Antigens,Deltaretrovirus Antigens,Rubella Vaccine,6,5,6.46e-08,D12.776.964.350.150.500,D12.776.964.350.150
Desulfovibrio africanus,Desulfovibrio,Nurses,6,5,1.66e-08,B03.440.425.410.350.040,B03.440.425.410.350
Okadaic Acid,Polyether Toxins,"Leukemia, Myeloid, Acute",6,5,1.2e-08,D02.355.291.933.875.750,D02.355.291.933.875
Nevus of Ota,"Nevus, Pigmented",Maternal Behavior,6,5,8.71e-08,C04.557.665.560.615.585,C04.557.665.560.615
Seveso Accidental Release,Chemical Hazard Release,Endopeptidases,5,5,2.95e-08,N06.850.135.195.500,N06.850.135.195
"Smad Proteins, Receptor-Regulated",Smad Proteins,COVID-19 Vaccines,6,5,6.03e-08,D12.644.360.024.334.500,D12.644.360.024.334
Pyridoxine,Vitamin B 6,Vibrio,6,5,6.31e-08,D03.383.725.676.925.875,D03.383.725.676.925
Polyurethanes,Urethane,"Nevus, Pigmented",6,5,5.37e-08,D02.241.081.251.944.750,D02.241.081.251.944
Rheumatologists,Physicians,Rubella Vaccine,5,5,3.55e-08,M01.526.485.810.888,M01.526.485.810
Sucrase,Disaccharidases,Nursing Staff,6,5,2.09e-08,D08.811.277.450.329.738,D08.811.277.450.329
Peptic Ulcer Perforation,Peptic Ulcer,Imidazolidines,6,5,1.58e-07,C06.405.469.275.800.698,C06.405.469.275.800
Plasmodium gallinaceum,Plasmodium,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",6,5,2.95e-07,B01.043.075.380.611.576,B01.043.075.380.611
Toothache,Facial Pain,"Chromatography, Affinity",6,5,5.75e-07,C23.888.592.612.330.500,C23.888.592.612.330
Adenovirus E1B Proteins,"Antigens, Viral, Tumor",Safety,6,5,1.82e-07,D12.776.964.350.062.050,D12.776.964.350.062
Myeloid-Lymphoid Leukemia Protein,Proto-Oncogene Proteins,Kidney Diseases,6,5,1.63e-07,D12.776.624.664.700.148,D12.776.624.664.700
"Interferon-Stimulated Gene Factor 3, gamma Subunit",Interferon Regulatory Factors,Nucleic Acid Conformation,6,5,4.62e-07,D12.644.360.024.302.500,D12.644.360.024.302
Pathologists,Physicians,"Receptors, Peptide",5,5,5.89e-07,M01.526.485.810.746,M01.526.485.810
Vibrio parahaemolyticus,Vibrio,Cytodiagnosis,6,5,1.7e-07,B03.440.450.900.859.550,B03.440.450.900.859
"Endo-1,4-beta Xylanases",Xylosidases,RNA Splicing Factors,6,5,7.94e-07,D08.811.277.450.950.249,D08.811.277.450.950
Long-Chain-Fatty-Acid-CoA Ligase,Coenzyme A Ligases,Domestic Violence,6,5,1.04e-06,D08.811.464.267.500.400,D08.811.464.267.500
Feline Panleukopenia Virus,Parvovirus,Tarsal Joints,6,5,1.32e-06,B04.280.580.650.600.325,B04.280.580.650.600
SecA Proteins,Adenosine Triphosphatases,Liver Abscess,6,5,1.58e-07,D08.811.277.040.025.494,D08.811.277.040.025
Meningococcal Infections,Neisseriaceae Infections,Ectothiorhodospiraceae,6,5,2.04e-07,C01.150.252.400.625.549,C01.150.252.400.625
Measles-Mumps-Rubella Vaccine,Rubella Vaccine,Genes,6,5,2.01e-07,D20.215.894.899.779.500,D20.215.894.899.779
Glutamate Decarboxylase,Carboxy-Lyases,Lumbosacral Plexus,6,5,7.59e-07,D08.811.520.224.125.250,D08.811.520.224.125
Peritoneal Stomata,Peritoneum,Polyenes,6,5,3.31e-07,A01.923.047.025.600.700,A01.923.047.025.600
Nucleoside Transport Proteins,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",Hemosiderosis,6,5,1.74e-07,D12.776.157.530.625.750,D12.776.157.530.625
Preoperative Exercise,Exercise,Identity Recognition,6,5,2.88e-07,G11.427.410.698.277.531,G11.427.410.698.277
Prokaryotic Initiation Factor-3,Prokaryotic Initiation Factors,Urethane,6,5,1.86e-07,D12.776.835.725.934.750,D12.776.835.725.934
Amyloid Precursor Protein Secretases,Endopeptidases,Nucleocytoplasmic Transport Proteins,6,5,7.41e-07,D08.811.277.656.300.032,D08.811.277.656.300
Interleukin-7,Interleukins,Insurance,6,5,4.89e-07,D12.644.276.374.465.246,D12.644.276.374.465
"Chromatography, Agarose","Chromatography, Gel",Genes,6,5,8.91e-07,E05.196.181.400.250.200,E05.196.181.400.250
Dengue,Flavivirus Infections,Monokines,6,5,8.51e-07,C01.925.782.350.250.214,C01.925.782.350.250
"Hernia, Diaphragmatic, Traumatic","Hernia, Diaphragmatic",Iodoacetates,6,5,1e-06,C23.300.707.960.500.233,C23.300.707.960.500
"Hemodialysis, Home",Home Care Services,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",5,5,2.69e-07,N02.421.143.524.337,N02.421.143.524
Chara,Characeae,Cytochrome b6f Complex,6,5,6.61e-07,B01.875.800.150.150.150,B01.875.800.150.150
L-Serine Dehydratase,Ammonia-Lyases,"Chromatography, Gel",6,5,4.35e-07,D08.811.520.232.400.600,D08.811.520.232.400
"Sarcoma, Yoshida","Sarcoma, Experimental",Proto-Oncogene Proteins,6,5,5.25e-07,C04.557.450.795.830.850,C04.557.450.795.830
"Twinning, Embryonic",Embryonic Development,Varicella Zoster Virus Infection,6,5,5.13e-07,G08.686.784.170.104.625,G08.686.784.170.104
Follicular Fluid,Ovarian Follicle,Fenfluramine,7,5,3.24e-07,A05.360.319.114.630.535.150,A05.360.319.114.630.535
"Hemoglobin, Sickle","Hemoglobins, Abnormal",Fenfluramine,6,5,8.32e-07,D12.776.124.400.463.588,D12.776.124.400.463
HN Protein,"Hemagglutinins, Viral",United Nations,6,5,4.9e-07,D12.776.964.350.461.350,D12.776.964.350.461
Clostridium beijerinckii,Clostridium,Lumbosacral Plexus,6,5,3.31e-07,B03.300.390.400.200.100,B03.300.390.400.200
Femoral Nerve,Lumbosacral Plexus,"Africa, Central",6,5,7.76e-07,A08.800.800.720.450.250,A08.800.800.720.450
Nucleotide Motifs,Nucleic Acid Conformation,Cytochrome b6f Complex,6,5,1e-06,G02.111.570.820.486.662,G02.111.570.820.486
Integrin alpha2beta1,Platelet Membrane Glycoproteins,Nitrogen Mustard Compounds,6,5,1.62e-07,D09.400.430.890.625.298,D09.400.430.890.625
Landslides,Natural Disasters,Methyltransferases,5,5,9.33e-07,N06.230.100.230.625,N06.230.100.230
Proto-Oncogene Proteins c-rel,Proto-Oncogene Proteins,Insulins,6,5,1.75e-07,D12.776.624.664.700.192,D12.776.624.664.700
Cyclin A2,Cyclin A,"Leukemia, Myeloid, Acute",6,5,2.57e-07,D12.644.360.262.100.200,D12.644.360.262.100
Progesterone Reductase,NAD (+) and NADP (+) Dependent Alcohol Oxidoreductases,Urination Disorders,6,5,1.02e-06,D08.811.682.047.820.500,D08.811.682.047.820
"Renal Tubular Transport, Inborn Errors",Kidney Diseases,Cyanoacrylates,6,5,2.75e-06,C12.050.351.968.419.815,C12.050.351.968.419
Appendix,Cecum,Nitrogen Mustard Compounds,6,5,3.24e-06,A03.556.124.526.209.290,A03.556.124.526.209
"Mice, Inbred Strains","Animals, Inbred Strains",Methyltransferases,6,5,1.23e-05,B01.050.050.199.520.520,B01.050.050.199.520
Navajo People,"Indians, North American",Disaccharidases,6,5,1.78e-06,M01.270.968.500.600.531,M01.270.968.500.600
"tat Gene Products, Human Immunodeficiency Virus","Gene Products, tat",Urination Disorders,6,5,2.24e-06,D12.776.260.755.199.500,D12.776.260.755.199
Ovarian Diseases,Adnexal Diseases,"Insurance, Health",6,5,2.88e-06,C12.050.351.500.056.630,C12.050.351.500.056
Longitudinal Studies,Cohort Studies,Adnexal Diseases,6,5,2.34e-06,E05.318.372.500.750.500,E05.318.372.500.750
Correspondence as Topic,Writing,Disaccharidases,5,5,7.08e-06,L01.559.423.906.377,L01.559.423.906
Collagen Type V,Fibrillar Collagens,Monokines,6,5,1.78e-06,D05.750.078.280.300.400,D05.750.078.280.300
Herpes Zoster,Varicella Zoster Virus Infection,RNA Splicing Factors,6,5,2.24e-06,C01.925.256.466.930.750,C01.925.256.466.930
Retinal Rod Photoreceptor Cells,"Photoreceptor Cells, Vertebrate",Natural Disasters,7,5,1.35e-06,A08.675.650.850.625.670.650,A08.675.650.850.625.670
"Receptors, Invertebrate Peptide","Receptors, Peptide",Carboxy-Lyases,6,5,4.47e-06,D12.776.543.750.750.460,D12.776.543.750.750
Programmed Cell Death 1 Receptor,"Antigens, Differentiation, T-Lymphocyte",Iodoacetates,6,5,5.13e-06,D23.050.301.264.894.790,D23.050.301.264.894
Tumor Necrosis Factor-alpha,Monokines,Coenzyme A Ligases,6,5,9.33e-06,D12.644.276.374.500.800,D12.644.276.374.500
"Pneumonia, Staphylococcal",Staphylococcal Infections,Aliivibrio,6,5,5.5e-06,C01.150.252.410.868.675,C01.150.252.410.868
Cameroon,"Africa, Central",Carboxylic Ester Hydrolases,5,5,3.39e-06,Z01.058.290.100.110,Z01.058.290.100
Euthanasia,Homicide,Polyenes,5,5,1.48e-06,I01.880.735.344.500,I01.880.735.344
"Leukemia, Erythroblastic, Acute","Leukemia, Myeloid, Acute",Vitamin B 6,6,5,2.88e-06,C04.557.337.539.275.325,C04.557.337.539.275
Tandem Affinity Purification,"Chromatography, Affinity",Jurisprudence,6,5,3.39e-06,E05.196.181.400.170.750,E05.196.181.400.170
"Injections, Epidural","Injections, Spinal",Streptogramin Group B,6,5,3.31e-06,E02.319.267.530.580.300,E02.319.267.530.580
Dinosaurs,Reptiles,Accreditation,6,5,5.25e-06,B01.050.150.900.833.150,B01.050.150.900.833
R-SNARE Proteins,SNARE Proteins,Sports,6,5,1.76e-06,D12.776.543.512.249.750,D12.776.543.512.249
"Genes, Chloroplast",Genes,Amphibians,6,5,1.38e-05,G05.360.340.024.340.225,G05.360.340.024.340
"Leukemia, Promyelocytic, Acute","Leukemia, Myeloid, Acute",Urination Disorders,6,5,2.88e-06,C04.557.337.539.275.700,C04.557.337.539.275
Diving Reflex,Reflex,Sports,6,5,1.05e-05,E01.370.376.550.650.324,E01.370.376.550.650
Spouse Abuse,Domestic Violence,Brachial Plexus,6,5,8.91e-06,I01.198.240.856.350.750,I01.198.240.856.350
Facial Recognition,Identity Recognition,Hospital-Physician Relations,6,5,1.26e-05,F02.463.593.524.250.500,F02.463.593.524.250
Proton Ionophores,Ionophores,Desulfovibrio,6,5,2.63e-06,D27.505.519.562.374.500,D27.505.519.562.374
Focal Adhesion Kinase 2,Minor Histocompatibility Antigens,Liver Abscess,6,5,4.68e-06,D23.050.301.500.600.350,D23.050.301.500.600
Peptide Transporter 1,Solute Carrier Proteins,Characeae,6,5,2e-06,D12.776.157.530.937.613,D12.776.157.530.937
Skating,Sports,Phosphotransferases (Alcohol Group Acceptor),5,5,6.92e-06,I03.450.642.845.700,I03.450.642.845
Ovarian Follicle,Ovary,Ectothiorhodospiraceae,6,5,2.88e-06,A05.360.319.114.630.535,A05.360.319.114.630
Quality-Adjusted Life Years,Life Expectancy,Carboxylic Ester Hydrolases,6,5,1.17e-05,E05.318.308.985.450.875,E05.318.308.985.450
Ultraviolet Rays,Light,Cytochrome b6f Complex,6,5,2.14e-06,G01.358.500.505.650.891,G01.358.500.505.650
Influenza A virus,Alphainfluenzavirus,Physicians,6,5,3.24e-06,B04.820.480.968.405.400,B04.820.480.968.405
Biopsy,Cytodiagnosis,Maternal Behavior,6,5,2.04e-06,E01.370.225.500.384.100,E01.370.225.500.384
Maternal-Fetal Relations,Maternal Behavior,"Rickets, Hypophosphatemic",6,5,1.76e-06,F01.829.263.370.215.374,F01.829.263.370.215
Familial Hypophosphatemic Rickets,"Rickets, Hypophosphatemic",Natural Disasters,6,5,1.66e-06,C05.116.198.816.875.500,C05.116.198.816.875
Microscopic Polyangiitis,Cerebral Small Vessel Diseases,Histocompatibility Antigens Class I,6,5,2.34e-06,C10.228.140.300.275.600,C10.228.140.300.275
UNESCO,United Nations,Monokines,5,5,3.55e-06,N03.540.514.718.400,N03.540.514.718
Air Movements,Weather,Urination Disorders,6,5,0.000234,G16.500.275.063.725.154,G16.500.275.063.725
Age Determination by Teeth,"Radiography, Dental",Interferon Regulatory Factors,6,5,0.000209,E01.370.350.700.720.050,E01.370.350.700.720
Giant Cell Tumor of Tendon Sheath,Giant Cell Tumors,Methyltransferases,6,5,4.17e-05,C04.557.450.565.380.690,C04.557.450.565.380
"Insurance, Pharmaceutical Services","Insurance, Health",Desulfovibrio,6,5,8.71e-05,N03.219.521.576.343.575,N03.219.521.576.343
"Nursing Staff, Hospital",Nursing Staff,Cephalosporins,5,5,2.09e-05,M01.526.485.680.490,M01.526.485.680
Cold Temperature,Weather,Cohort Studies,6,5,0.000105,N06.230.300.100.725.154,N06.230.300.100.725
"Spanish-American War, 1898","History, 19th Century",Jurisprudence,5,5,4.58e-05,K01.400.504.937.750,K01.400.504.937
Drug Recalls,Drug and Narcotic Control,Tyrosine,6,5,7.41e-05,I01.880.604.605.250.625,I01.880.604.605.250
"Diet, Vegan","Diet, Vegetarian",Vinca Alkaloids,6,5,3.72e-05,E02.642.249.278.500.750,E02.642.249.278.500
Hospital Planning,Health Facility Planning,Interferon Regulatory Factors,5,5,0.000117,N03.349.650.250.200,N03.349.650.250
Medical Staff Privileges,Hospital-Physician Relations,Maternal Behavior,6,5,0.000145,N02.278.216.500.996.500,N02.278.216.500.996
Hospital Volunteers,"Personnel, Hospital",Benzodiazepines,5,5,0.000117,M01.526.485.740.400,M01.526.485.740
"Insurance, Major Medical","Insurance, Health",Deltaretrovirus Antigens,6,5,8.71e-05,N03.219.521.576.343.533,N03.219.521.576.343
alpha 1-Antitrypsin,Alpha-Globulins,"Chromatography, Gel",6,5,1.78e-05,D12.776.124.790.106.085,D12.776.124.790.106
"Air Pollution, Indoor",Air Pollution,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",5,5,0.000234,N06.850.460.100.080,N06.850.460.100
