synset,hypernym,depth,level,entity,entity_hypernym,wiki_title,pageviews,neg_hypernym,domain
downy_manzanita.n.01,manzanita.n.01,11,5,downy manzanita,manzanita,downy manzanita,1.02e-07,striker,Plant
richweed.n.02,nettle.n.01,10,5,richweed,nettle,richweed,5.11e-07,shop,Plant
beckman_thermometer.n.01,mercury_thermometer.n.01,11,5,beckman thermometer,mercury thermometer,beckman thermometer,4.35e-07,oak,Artifact
clammy_locust.n.01,locust_tree.n.01,11,5,clammy locust,locust tree,clammy locust,2.28e-07,ablation,Plant
topside.n.01,weather_deck.n.01,11,5,topside,weather deck,topside,2.57e-07,merging,Artifact
amur_privet.n.01,privet.n.01,11,5,amur privet,privet,amur privet,1.14e-07,indian paintbrush,Plant
styrene.n.01,vinyl_polymer.n.01,10,5,styrene,vinyl polymer,styrene,3.47e-07,alimentary tract smear,Abstraction
hydroplane_racing.n.01,boat_racing.n.01,10,5,hydroplane racing,boat racing,hydroplane racing,8.89e-08,organ pipe,Abstraction
electronic_voltmeter.n.01,voltmeter.n.01,11,5,electronic voltmeter,voltmeter,electronic voltmeter,1.02e-07,sauce,Artifact
perfumery.n.02,shop.n.01,10,5,perfumery,shop,perfumery,1.86e-07,restoration,Artifact
bundling.n.02,packing.n.02,11,5,bundling,packing,bundling,4.79e-07,monarda,Abstraction
throatwort.n.01,campanula.n.01,10,5,throatwort,campanula,throatwort,1.02e-07,locust tree,Plant
goalpost.n.01,post.n.04,11,5,goalpost,post,goalpost,1.82e-07,observation,Artifact
false_wintergreen.n.01,wintergreen.n.01,10,5,false wintergreen,wintergreen,false wintergreen,2.28e-07,life science,Plant
great_plains_paintbrush.n.01,indian_paintbrush.n.02,10,5,great plains paintbrush,indian paintbrush,great plains paintbrush,3.95e-07,pulmonary artery,Plant
newel_post.n.01,post.n.04,11,5,newel post,post,newel post,7.59e-08,siamese cat,Artifact
chateaubriand.n.02,fillet.n.01,10,5,chateaubriand,fillet,chateaubriand,1.35e-07,voltmeter,Other
basilisk.n.01,mythical_monster.n.01,10,5,basilisk,mythical monster,basilisk,2.63e-07,spar,Abstraction
climbing_hydrangea.n.03,hydrangea.n.01,11,5,climbing hydrangea,hydrangea,climbing hydrangea,2.3e-07,motion-picture camera,Plant
freedom_from_self-incrimination.n.01,civil_right.n.01,11,5,freedom from self-incrimination,civil right,freedom from self-incrimination,2.56e-07,wintergreen,Abstraction
examen.n.02,criticism.n.02,10,5,examen,criticism,examen,8.13e-08,club moss,Abstraction
ophthalmic_artery.n.01,artery.n.01,10,5,ophthalmic artery,artery,ophthalmic artery,4.32e-07,locomotive,Other
manzanita.n.01,shrub.n.01,10,5,manzanita,shrub,manzanita,1.12e-07,iris,Plant
whiteout.n.01,snow.n.01,10,5,whiteout,snow,whiteout,2.09e-07,locust tree,Other
sidewinder.n.02,missile.n.01,10,5,sidewinder,missile,sidewinder,2.95e-07,modality,Artifact
sacral_vertebra.n.01,vertebra.n.01,10,5,sacral vertebra,vertebra,sacral vertebra,2.12e-07,fipple flute,Other
external_iliac_artery.n.01,iliac_artery.n.01,11,5,external iliac artery,iliac artery,external iliac artery,2.16e-07,campaign,Other
pruritus_ani.n.01,pruritus.n.01,11,5,pruritus ani,pruritus,pruritus ani,1.03e-07,fraud,Abstraction
rearward.n.01,rear.n.02,10,5,rearward,rear,rearward,2.24e-07,ballroom dancing,Other
montezuma.n.01,tree.n.01,10,5,montezuma,tree,montezuma,3.24e-07,thermometer,Plant
sapling.n.01,tree.n.01,10,5,sapling,tree,sapling,3.02e-07,cactus,Plant
seaside_goldenrod.n.01,goldenrod.n.01,10,5,seaside goldenrod,goldenrod,seaside goldenrod,1.69e-07,fig tree,Plant
gastric_smear.n.01,alimentary_tract_smear.n.01,10,5,gastric smear,alimentary tract smear,gastric smear,1.18e-06,damages,Other
linguistics_department.n.01,academic_department.n.01,10,5,linguistics department,academic department,linguistics department,2.65e-06,nematode,Abstraction
coronary_bypass.n.01,open-heart_surgery.n.01,11,5,coronary bypass,open-heart surgery,coronary bypass,1.78e-06,mythical monster,Abstraction
vox_angelica.n.01,organ_stop.n.01,11,5,vox angelica,organ stop,vox angelica,7.13e-07,subshrub,Artifact
consumerism.n.02,campaign.n.02,10,5,consumerism,campaign,consumerism,9.55e-07,covalent bond,Abstraction
dwarf_iris.n.02,iris.n.01,11,5,dwarf iris,iris,dwarf iris,2.84e-06,sweet pepper,Plant
matrix_inversion.n.01,matrix_operation.n.01,10,5,matrix inversion,matrix operation,matrix inversion,1.58e-06,willowherb,Abstraction
creeping_bugle.n.01,bugle.n.02,10,5,creeping bugle,bugle,creeping bugle,6.74e-07,actinopod,Plant
hijab.n.01,headscarf.n.01,11,5,hijab,headscarf,hijab,1.41e-06,shrub,Artifact
skye_terrier.n.01,terrier.n.01,11,5,skye terrier,terrier,skye terrier,9.78e-07,alimentary tract smear,Animal
edging.n.01,border.n.05,10,5,edging,border,edging,1.41e-06,oil lamp,Other
admiralty.n.01,government_department.n.01,10,5,admiralty,government department,admiralty,2.75e-06,mercury thermometer,Abstraction
basket_fern.n.01,sword_fern.n.01,11,5,basket fern,sword fern,basket fern,1.61e-06,fipple flute,Plant
common_carotid_artery.n.01,carotid_artery.n.01,11,5,common carotid artery,carotid artery,common carotid artery,7.9e-07,balance,Other
blue_point_siamese.n.01,siamese_cat.n.01,10,5,blue point siamese,siamese cat,blue point siamese,9.24e-07,iris,Animal
pulmonary_trunk.n.01,pulmonary_artery.n.01,11,5,pulmonary trunk,pulmonary artery,pulmonary trunk,2.44e-06,common fraction,Other
rosewood.n.02,tree.n.01,10,5,rosewood,tree,rosewood,9.77e-07,simple phobia,Plant
p-n-p_transistor.n.01,transistor.n.01,10,5,p-n-p transistor,transistor,p-n-p transistor,1.57e-06,beetle,Artifact
obliviousness.n.01,forgetfulness.n.02,10,5,obliviousness,forgetfulness,obliviousness,2.09e-06,packing,Abstraction
meat_thermometer.n.01,thermometer.n.01,10,5,meat thermometer,thermometer,meat thermometer,1.6e-06,bugle,Artifact
coffee_urn.n.01,urn.n.02,10,5,coffee urn,urn,coffee urn,1.7e-06,cart,Artifact
airship.n.01,lighter-than-air_craft.n.01,11,5,airship,lighter-than-air craft,airship,7.59e-07,door,Artifact
carob.n.01,bean.n.02,11,5,carob,bean,carob,9.05e-07,endoscope,Other
benign_tumor.n.01,tumor.n.01,11,5,benign tumor,tumor,benign tumor,2.4e-06,fig tree,Abstraction
promenade.n.03,country-dance.n.01,11,5,promenade,country-dance,promenade,1.48e-06,reference book,Abstraction
cranial_nerve.n.01,nerve.n.01,10,5,cranial nerve,nerve,cranial nerve,9.19e-07,restoration,Other
minniebush.n.01,shrub.n.01,10,5,minniebush,shrub,minniebush,2.04e-06,edging,Plant
hypoglossal.n.01,cranial_nerve.n.01,11,5,hypoglossal,cranial nerve,hypoglossal,7.16e-07,proprioception,Other
ratchet_wheel.n.01,wheel.n.01,11,5,ratchet wheel,wheel,ratchet wheel,1.35e-06,criticism,Artifact
pheasant.n.01,phasianid.n.01,10,5,pheasant,phasianid,pheasant,1.07e-06,maidenhair,Animal
clinch.n.02,noose.n.02,10,5,clinch,noose,clinch,1.95e-06,sweet pepper,Abstraction
basil_balm.n.01,monarda.n.01,10,5,basil balm,monarda,basil balm,1.27e-06,bamboo,Plant
lenience.n.03,tolerance.n.03,11,5,lenience,tolerance,lenience,6.61e-07,surveillance,Abstraction
concourse.n.03,merging.n.01,11,5,concourse,merging,concourse,1.32e-06,standard cell,Abstraction
broom_grass.n.01,grass.n.01,11,5,broom grass,grass,broom grass,2.37e-06,pulmonary artery,Plant
psalter.n.01,prayer_book.n.01,11,5,psalter,prayer book,psalter,2.07e-06,key,Artifact
beech_fern.n.01,fern.n.01,10,5,beech fern,fern,beech fern,9.31e-07,standard cell,Plant
clam_dip.n.01,dip.n.04,10,5,clam dip,dip,clam dip,1.45e-06,bird of prey,Substance
turner's_syndrome.n.01,sex-linked_disorder.n.01,10,5,turner's syndrome,sex-linked disorder,turner's syndrome,8.47e-07,stroke,Abstraction
steam_locomotive.n.01,locomotive.n.01,10,5,steam locomotive,locomotive,steam locomotive,2.89e-06,specialist,Artifact
adult_respiratory_distress_syndrome.n.01,respiratory_disease.n.01,11,5,adult respiratory distress syndrome,respiratory disease,adult respiratory distress syndrome,1.21e-05,hydrangea,Abstraction
vector_algebra.n.01,algebra.n.01,11,5,vector algebra,algebra,vector algebra,3.67e-06,shrub,Abstraction
american_turkey_oak.n.01,oak.n.02,11,5,american turkey oak,oak,american turkey oak,1.07e-05,packing,Plant
tornado.n.01,cyclone.n.02,10,5,tornado,cyclone,tornado,6.61e-06,terrier,Other
fringe.n.06,edging.n.01,11,5,fringe,edging,fringe,7.24e-06,pinnate leaf,Other
chili_dog.n.01,hotdog.n.02,10,5,chili dog,hotdog,chili dog,5.15e-06,misery,Substance
weston_cell.n.01,standard_cell.n.01,11,5,weston cell,standard cell,weston cell,2.97e-06,bomber,Artifact
pennywhistle.n.01,fipple_flute.n.01,11,5,pennywhistle,fipple flute,pennywhistle,7.59e-06,civil right,Artifact
organic_chemistry.n.01,chemistry.n.01,10,5,organic chemistry,chemistry,organic chemistry,1.18e-05,cart,Abstraction
bicarbonate_of_soda.n.01,bicarbonate.n.01,10,5,bicarbonate of soda,bicarbonate,bicarbonate of soda,4.73e-06,balance,Abstraction
persian_lamb.n.02,lamb.n.01,10,5,persian lamb,lamb,persian lamb,4.11e-06,nematode,Animal
surf_casting.n.01,casting.n.03,11,5,surf casting,casting,surf casting,5.82e-06,monarda,Abstraction
saddle_sore.n.01,animal_disease.n.01,11,5,saddle sore,animal disease,saddle sore,3.47e-06,goldenrod,Abstraction
swipe.n.01,stroke.n.01,10,5,swipe,stroke,swipe,3.8e-06,free-reed instrument,Abstraction
sheet_anchor.n.01,anchor.n.01,11,5,sheet anchor,anchor,sheet anchor,7.39e-06,ablation,Artifact
crab.n.01,decapod_crustacean.n.01,11,5,crab,decapod crustacean,crab,5.75e-06,football play,Animal
common_bamboo.n.01,bamboo.n.02,11,5,common bamboo,bamboo,common bamboo,4.34e-06,tree,Plant
ground_beetle.n.01,beetle.n.01,11,5,ground beetle,beetle,ground beetle,3.31e-06,flower,Animal
ambulance.n.01,car.n.01,11,5,ambulance,car,ambulance,1.15e-05,folk dancing,Artifact
one-ninth.n.01,common_fraction.n.01,10,5,one-ninth,common fraction,one-ninth,1.17e-05,bamboo,Abstraction
bunny_hug.n.01,ballroom_dancing.n.01,10,5,bunny hug,ballroom dancing,bunny hug,4.69e-06,balance,Abstraction
palm_nut.n.01,nut.n.01,11,5,palm nut,nut,palm nut,6.66e-06,lamb,Other
anglo-french.n.01,french.n.01,10,5,anglo-french,french,anglo-french,6.13e-06,rear,Abstraction
swamp_ash.n.01,ash.n.02,11,5,swamp ash,ash,swamp ash,4.68e-06,trombone,Plant
dive_bomber.n.01,bomber.n.01,11,5,dive bomber,bomber,dive bomber,4.82e-06,thermometer,Artifact
reclamation.n.01,restoration.n.02,11,5,reclamation,restoration,reclamation,9.77e-06,specialist,Abstraction
module.n.03,computer_circuit.n.01,10,5,module,computer circuit,module,7.76e-06,campanula,Artifact
psychiatrist.n.01,specialist.n.02,10,5,psychiatrist,specialist,psychiatrist,5.37e-06,balance,Person
safety_lamp.n.01,oil_lamp.n.01,10,5,safety lamp,oil lamp,safety lamp,1e-05,snow,Artifact
analog_watch.n.01,watch.n.01,11,5,analog watch,watch,analog watch,5.24e-06,vertebra,Artifact
daisy.n.01,flower.n.01,11,5,daisy,flower,daisy,6.03e-06,hotdog,Plant
worm_fence.n.01,rail_fence.n.01,10,5,worm fence,rail fence,worm fence,1.17e-05,locomotive,Artifact
electronic_surveillance.n.01,surveillance.n.01,10,5,electronic surveillance,surveillance,electronic surveillance,1.04e-05,spar,Abstraction
garden_hose.n.01,hose.n.03,10,5,garden hose,hose,garden hose,4.92e-06,rail fence,Artifact
razing.n.02,destruction.n.01,10,5,razing,destruction,razing,6.12e-06,fig tree,Abstraction
common_facial_vein.n.01,vein.n.01,10,5,common facial vein,vein,common facial vein,3.91e-06,edging,Other
reed_pipe.n.01,organ_pipe.n.01,10,5,reed pipe,organ pipe,reed pipe,7.07e-06,covalent bond,Artifact
flat_pea.n.02,everlasting_pea.n.01,10,5,flat pea,everlasting pea,flat pea,3.25e-06,catcher's mask,Plant
spikemoss.n.01,club_moss.n.01,11,5,spikemoss,club moss,spikemoss,7.3e-06,shrub,Plant
scissors.n.01,edge_tool.n.01,10,5,scissors,edge tool,scissors,3.8e-06,organ pipe,Artifact
bar_mask.n.01,catcher's_mask.n.01,10,5,bar mask,catcher's mask,bar mask,1.65e-05,major scale,Artifact
living_death.n.01,misery.n.01,10,5,living death,misery,living death,0.000111,mercury thermometer,Abstraction
literary_review.n.01,review.n.06,11,5,literary review,review,literary review,1.77e-05,club moss,Artifact
power_play.n.02,football_play.n.01,10,5,power play,football play,power play,0.000183,sweet pepper,Abstraction
swing_door.n.01,door.n.01,10,5,swing door,door,swing door,1.85e-05,shock,Artifact
double_bond.n.01,covalent_bond.n.01,10,5,double bond,covalent bond,double bond,2.82e-05,shield fern,Other
shift_key.n.01,key.n.15,10,5,shift key,key,shift key,3.72e-05,headscarf,Artifact
boom.n.05,spar.n.02,10,5,boom,spar,boom,2.14e-05,siamese cat,Artifact
hunter.n.04,watch.n.01,11,5,hunter,watch,hunter,2.35e-05,pinnate leaf,Artifact
coffee_bean.n.01,seed.n.01,10,5,coffee bean,seed,coffee bean,7.24e-05,carotid artery,Other
atonement.n.01,damages.n.01,11,5,atonement,damages,atonement,1.45e-05,hotel room,Abstraction
cheese_spread.n.01,spread.n.05,10,5,cheese spread,spread,cheese spread,2.36e-05,key,Substance
green_pepper.n.01,sweet_pepper.n.02,10,5,green pepper,sweet pepper,green pepper,1.25e-05,locomotive,Other
freedom_of_religion.n.01,civil_right.n.01,11,5,freedom of religion,civil right,freedom of religion,3.12e-05,shield fern,Abstraction
party_line.n.01,policy.n.02,10,5,party line,policy,party line,0.000155,fillet,Abstraction
window_seat.n.01,bench.n.01,10,5,window seat,bench,window seat,3.23e-05,border,Artifact
iris.n.01,iridaceous_plant.n.01,10,5,iris,iridaceous plant,iris,3.8e-05,specialist,Plant
use.n.07,legal_right.n.01,10,5,use,legal right,use,0.000646,manzanita,Abstraction
goal.n.04,score.n.10,10,5,goal,score,goal,0.000115,reference book,Abstraction
witness_box.n.01,box.n.09,10,5,witness box,box,witness box,2.67e-05,hotel room,Artifact
arm_exercise.n.01,exercise.n.01,10,5,arm exercise,exercise,arm exercise,2.53e-05,campanula,Abstraction
owl.n.01,bird_of_prey.n.01,11,5,owl,bird of prey,owl,3.86e-05,scale,Animal
electronic_balance.n.01,balance.n.12,11,5,electronic balance,balance,electronic balance,2.19e-05,iliac artery,Artifact
smooth_plane.n.01,plane.n.05,10,5,smooth plane,plane,smooth plane,1.7e-05,voltmeter,Artifact
shiner.n.01,bruise.n.01,10,5,shiner,bruise,shiner,7.68e-05,fillet,Abstraction
ear_doctor.n.01,specialist.n.02,10,5,ear doctor,specialist,ear doctor,2.01e-05,catcher's mask,Person
dressing.n.01,sauce.n.01,10,5,dressing,sauce,dressing,1.48e-05,artery,Substance
box.n.06,shrub.n.01,10,5,box,shrub,box,0.00011,restoration,Plant
clapper.n.03,striker.n.05,10,5,clapper,striker,clapper,2.34e-05,ablation,Artifact
source_book.n.01,reference_book.n.01,11,5,source book,reference book,source book,9.26e-05,carotid artery,Artifact
connecting_room.n.01,hotel_room.n.01,10,5,connecting room,hotel room,connecting room,1.37e-05,restoration,Artifact
c_major.n.01,major_scale.n.01,11,5,c major,major scale,c major,0.000103,ash,Abstraction
kinesthesis.n.01,proprioception.n.01,10,5,kinesthesis,proprioception,kinesthesis,5.81e-05,lamb,Abstraction
lp.n.01,phonograph_record.n.01,11,5,lp,phonograph record,lp,7.13e-05,ulcer,Artifact
knit.n.02,knitting_stitch.n.01,10,5,knit,knitting stitch,knit,2.69e-05,iridaceous plant,Artifact
sound_camera.n.01,motion-picture_camera.n.01,10,5,sound camera,motion-picture camera,sound camera,4.86e-05,thermometer,Artifact
submarine.n.01,submersible.n.02,11,5,submarine,submersible,submarine,4.57e-05,animal disease,Artifact
corporation_law.n.01,jurisprudence.n.01,10,5,corporation law,jurisprudence,corporation law,3.43e-05,respiratory disease,Abstraction
jerusalem_oak.n.01,goosefoot.n.01,10,5,jerusalem oak,goosefoot,jerusalem oak,1.74e-05,iliac artery,Plant
live_oak.n.01,oak.n.02,11,5,live oak,oak,live oak,1.45e-05,iliac artery,Plant
western_chokecherry.n.01,chokecherry.n.02,14,6,western chokecherry,chokecherry,western chokecherry,2.24e-08,scombroid,Plant
fore-topmast.n.01,topmast.n.01,12,6,fore-topmast,topmast,fore-topmast,3.2e-08,agamid,Artifact
cottonwick.n.01,grunt.n.03,16,6,cottonwick,grunt,cottonwick,1e-09,true frog,Animal
intermittent_claudication.n.01,lameness.n.01,12,6,intermittent claudication,lameness,intermittent claudication,3.27e-08,thrush,Abstraction
seneca_snakeroot.n.01,milkwort.n.01,12,6,seneca snakeroot,milkwort,seneca snakeroot,2.9e-08,jet,Plant
woolly_indris.n.01,lemur.n.01,13,6,woolly indris,lemur,woolly indris,1e-09,bristletail,Animal
aperea.n.01,cavy.n.01,13,6,aperea,cavy,aperea,3.71e-08,pocketknife,Animal
american_twinflower.n.01,twinflower.n.01,12,6,american twinflower,twinflower,american twinflower,1.9e-08,wild cherry,Plant
calosoma.n.01,ground_beetle.n.01,12,6,calosoma,ground beetle,calosoma,1e-09,grunt,Animal
bewick's_swan.n.01,tundra_swan.n.01,13,6,bewick's swan,tundra swan,bewick's swan,1.86e-08,paleobotany,Animal
bletilla_striata.n.01,orchid.n.01,12,6,bletilla striata,orchid,bletilla striata,1e-09,portable computer,Plant
mylodontid.n.01,edentate.n.01,12,6,mylodontid,edentate,mylodontid,1e-09,lemur,Animal
helleborine.n.03,orchid.n.01,12,6,helleborine,orchid,helleborine,1e-09,agamid,Plant
maleo.n.01,megapode.n.01,12,6,maleo,megapode,maleo,1e-09,lemur,Animal
south-african_yellowwood.n.01,gymnospermous_yellowwood.n.01,12,6,south-african yellowwood,gymnospermous yellowwood,south-african yellowwood,1.58e-08,orchid,Plant
phacoemulsification.n.01,extracapsular_surgery.n.01,12,6,phacoemulsification,extracapsular surgery,phacoemulsification,1.91e-08,fruit tree,Abstraction
iguanid.n.01,lizard.n.01,13,6,iguanid,lizard,iguanid,1e-09,bristletail,Animal
anguid_lizard.n.01,lizard.n.01,13,6,anguid lizard,lizard,anguid lizard,1e-09,spider mite,Animal
megaloblastic_anemia.n.01,pernicious_anemia.n.01,13,6,megaloblastic anemia,pernicious anemia,megaloblastic anemia,2.31e-08,topmast,Abstraction
myxine_glutinosa.n.01,hagfish.n.01,12,6,myxine glutinosa,hagfish,myxine glutinosa,1e-09,scombroid,Animal
mylodon.n.01,edentate.n.01,12,6,mylodon,edentate,mylodon,1e-09,earless seal,Animal
escolar.n.01,gempylid.n.01,16,6,escolar,gempylid,escolar,3.89e-08,weaver,Animal
siamang.n.01,lesser_ape.n.01,15,6,siamang,lesser ape,siamang,1.23e-08,lizard,Animal
keratoacanthoma.n.01,acanthoma.n.01,12,6,keratoacanthoma,acanthoma,keratoacanthoma,1e-09,fruit tree,Abstraction
avadavat.n.01,weaver.n.02,13,6,avadavat,weaver,avadavat,1e-09,pachyderm,Animal
rickettsialpox.n.01,rickettsial_disease.n.01,13,6,rickettsialpox,rickettsial disease,rickettsialpox,1e-09,autosomal dominant disease,Abstraction
odontoglossum.n.01,orchid.n.01,12,6,odontoglossum,orchid,odontoglossum,2.4e-08,lameness,Plant
erythema_nodosum.n.01,erythema.n.01,13,6,erythema nodosum,erythema,erythema nodosum,2.48e-08,conifer,Abstraction
piked_reverse_hang.n.01,reverse_hang.n.01,13,6,piked reverse hang,reverse hang,piked reverse hang,2.57e-08,spice tree,Abstraction
firebrat.n.01,bristletail.n.01,12,6,firebrat,bristletail,firebrat,1e-09,abatement of a nuisance,Animal
pulasan.n.01,fruit_tree.n.01,12,6,pulasan,fruit tree,pulasan,1e-09,musteline mammal,Plant
sweetsop.n.01,custard_apple.n.01,13,6,sweetsop,custard apple,sweetsop,1.29e-08,raccoon,Plant
common_winterberry_holly.n.01,holly.n.01,12,6,common winterberry holly,holly,common winterberry holly,1.9e-08,wild plum,Plant
southernwood.n.01,wormwood.n.01,12,6,southernwood,wormwood,southernwood,1.07e-08,old world porcupine,Plant
tenrec.n.01,insectivore.n.01,12,6,tenrec,insectivore,tenrec,1e-09,petrel,Animal
black_turnstone.n.01,turnstone.n.01,15,6,black turnstone,turnstone,black turnstone,3.02e-08,pernicious anemia,Animal
roadbook.n.01,guidebook.n.01,13,6,roadbook,guidebook,roadbook,1e-09,wrasse,Artifact
paleodendrology.n.01,paleobotany.n.01,13,6,paleodendrology,paleobotany,paleodendrology,1e-09,domestic sheep,Abstraction
broadax.n.01,ax.n.01,12,6,broadax,ax,broadax,1e-09,woodruff,Artifact
brassavola.n.01,orchid.n.01,12,6,brassavola,orchid,brassavola,1e-09,greenling,Plant
zebu.n.01,brahman.n.04,17,6,zebu,brahman,zebu,6.03e-08,omega-3 fatty acid,Animal
howler_monkey.n.01,new_world_monkey.n.01,14,6,howler monkey,new world monkey,howler monkey,3.24e-07,saddle horse,Animal
minuteman.n.02,intercontinental_ballistic_missile.n.01,12,6,minuteman,intercontinental ballistic missile,minuteman,3.09e-07,meteorological balloon,Artifact
keyhole_limpet.n.01,limpet.n.02,12,6,keyhole limpet,limpet,keyhole limpet,1.41e-07,anemone,Animal
storm_petrel.n.01,petrel.n.01,14,6,storm petrel,petrel,storm petrel,1.62e-07,weasel,Animal
mastodon.n.01,proboscidean.n.01,12,6,mastodon,proboscidean,mastodon,3.55e-07,extracapsular surgery,Animal
oxeye_daisy.n.01,composite.n.02,12,6,oxeye daisy,composite,oxeye daisy,3.68e-07,antbird,Plant
goshawk.n.01,hawk.n.01,12,6,goshawk,hawk,goshawk,1.26e-07,anchovy,Animal
yawl.n.01,small_boat.n.01,12,6,yawl,small boat,yawl,1.1e-07,saint anthony's fire,Artifact
corn_speedwell.n.01,veronica.n.01,12,6,corn speedwell,veronica,corn speedwell,8.09e-08,spiny dogfish,Plant
red_eft.n.01,newt.n.01,12,6,red eft,newt,red eft,3.54e-07,mackerel shark,Animal
purulent_pleurisy.n.01,pleurisy.n.01,12,6,purulent pleurisy,pleurisy,purulent pleurisy,4.84e-08,thrush,Abstraction
grosbeak.n.01,finch.n.01,13,6,grosbeak,finch,grosbeak,5.75e-08,rotary engine,Animal
jetliner.n.01,jet.n.01,13,6,jetliner,jet,jetliner,1.17e-07,zoonosis,Artifact
tillage.n.02,culture.n.07,12,6,tillage,culture,tillage,2.24e-07,late blight,Abstraction
mediterranean_anchovy.n.01,anchovy.n.02,15,6,mediterranean anchovy,anchovy,mediterranean anchovy,3.66e-07,lemur,Animal
cheviot.n.01,domestic_sheep.n.01,17,6,cheviot,domestic sheep,cheviot,1.38e-07,elapid,Animal
sailfish.n.02,scombroid.n.01,16,6,sailfish,scombroid,sailfish,1.74e-07,paleobotany,Animal
hemolytic_anemia.n.01,anemia.n.01,12,6,hemolytic anemia,anemia,hemolytic anemia,1.87e-07,pied lemming,Abstraction
hudson_bay_collared_lemming.n.01,pied_lemming.n.01,14,6,hudson bay collared lemming,pied lemming,hudson bay collared lemming,1.59e-07,beardless iris,Animal
ermine.n.02,weasel.n.02,14,6,ermine,weasel,ermine,2.88e-07,paleobotany,Animal
siberian_larch.n.01,larch.n.02,13,6,siberian larch,larch,siberian larch,3.02e-07,vole,Plant
frilled_lizard.n.01,agamid.n.01,14,6,frilled lizard,agamid,frilled lizard,1.09e-07,thrush,Animal
agueweed.n.01,gentian.n.01,12,6,agueweed,gentian,agueweed,1.36e-07,topmast,Plant
contrabassoon.n.01,bassoon.n.01,13,6,contrabassoon,bassoon,contrabassoon,3.38e-07,sterculia,Artifact
dyer's_woodruff.n.01,woodruff.n.02,12,6,dyer's woodruff,woodruff,dyer's woodruff,1e-07,weaver,Plant
rattlesnake_plantain.n.01,orchid.n.01,12,6,rattlesnake plantain,orchid,rattlesnake plantain,2.87e-07,cat,Plant
pacific_spiny_dogfish.n.01,spiny_dogfish.n.01,16,6,pacific spiny dogfish,spiny dogfish,pacific spiny dogfish,1.41e-07,edentate,Animal
penknife.n.01,pocketknife.n.01,13,6,penknife,pocketknife,penknife,1.05e-07,pied lemming,Artifact
redfish.n.03,salmon.n.01,13,6,redfish,salmon,redfish,1.17e-07,blennioid fish,Animal
bassoon.n.01,double-reed_instrument.n.01,12,6,bassoon,double-reed instrument,bassoon,3.39e-07,bovid,Artifact
shrike.n.01,oscine.n.01,12,6,shrike,oscine,shrike,2.45e-07,gempylid,Animal
european_flatfish.n.01,righteye_flounder.n.01,16,6,european flatfish,righteye flounder,european flatfish,7.76e-08,musteline mammal,Animal
blue-headed_vireo.n.01,vireo.n.01,13,6,blue-headed vireo,vireo,blue-headed vireo,9.74e-08,soft-finned fish,Animal
canada_anemone.n.01,anemone.n.01,12,6,canada anemone,anemone,canada anemone,3.62e-07,fruit bat,Plant
superbug.n.02,sweet-potato_whitefly.n.01,13,6,superbug,sweet-potato whitefly,superbug,1.31e-07,elapid,Animal
bark-louse.n.01,psocid.n.01,12,6,bark-louse,psocid,bark-louse,3.77e-07,wild plum,Animal
osteogenesis_imperfecta.n.01,autosomal_dominant_disease.n.01,12,6,osteogenesis imperfecta,autosomal dominant disease,osteogenesis imperfecta,4.73e-08,hominid,Abstraction
erysipelas.n.01,saint_anthony's_fire.n.01,12,6,erysipelas,saint anthony's fire,erysipelas,4.57e-08,twinflower,Abstraction
alpha-linolenic_acid.n.01,omega-3_fatty_acid.n.01,13,6,alpha-linolenic acid,omega-3 fatty acid,alpha-linolenic acid,9.69e-08,conifer,Abstraction
viceroy.n.02,nymphalid.n.01,13,6,viceroy,nymphalid,viceroy,1.2e-06,scombroid,Animal
crested_coral_root.n.01,orchid.n.01,12,6,crested coral root,orchid,crested coral root,6.69e-07,brahman,Plant
forehand_drive.n.01,drive.n.12,13,6,forehand drive,drive,forehand drive,4.99e-07,crab,Abstraction
entomology.n.01,zoology.n.02,12,6,entomology,zoology,entomology,6.46e-07,custard apple,Abstraction
lancetfish.n.01,soft-finned_fish.n.01,14,6,lancetfish,soft-finned fish,lancetfish,1.16e-06,saint anthony's fire,Animal
skillet_fish.n.01,clingfish.n.01,16,6,skillet fish,clingfish,skillet fish,1.18e-06,hyena,Animal
ant_thrush.n.01,antbird.n.01,13,6,ant thrush,antbird,ant thrush,6.18e-07,scombroid,Animal
anthrax.n.01,zoonosis.n.01,12,6,anthrax,zoonosis,anthrax,1.41e-06,ornithischian,Abstraction
snowy_orchid.n.01,fringed_orchis.n.01,13,6,snowy orchid,fringed orchis,snowy orchid,1.18e-06,zoonosis,Plant
clove.n.02,spice_tree.n.01,12,6,clove,spice tree,clove,8.13e-07,sweet-potato whitefly,Plant
ceratopsian.n.01,ornithischian.n.01,14,6,ceratopsian,ornithischian,ceratopsian,9.24e-07,guidebook,Animal
celery_blight.n.01,late_blight.n.01,13,6,celery blight,late blight,celery blight,9.49e-07,topmast,Abstraction
tertiary_syphilis.n.01,syphilis.n.01,14,6,tertiary syphilis,syphilis,tertiary syphilis,9.18e-07,saint anthony's fire,Abstraction
white_rhinoceros.n.01,rhinoceros.n.01,14,6,white rhinoceros,rhinoceros,white rhinoceros,7.06e-07,old world porcupine,Animal
herring_gull.n.01,gull.n.02,15,6,herring gull,gull,herring gull,7.51e-07,red deer,Animal
